,sentence_0,sentence_1,score,dataset_name,tokens_0,tokens_1,lemmas_0,lemmas_1,sentence_lemmas_0,sentence_lemmas_1
411,"The consumer group generated $4.47 billion of profit and $20 billion of revenue from January to June, 53% of Citigroup's profit and revenue.","It generated $4.47 billion of profit and $20 billion of revenue in the year's first half, 53 percent of Citigroup's totals.",3.8,MSRpar,"['The', 'consumer', 'group', 'generated', '4.47', 'billion', 'of', 'profit', 'and', '20', 'billion', 'of', 'revenue', 'from', 'January', 'to', 'June', '53', 'of', 'Citigroup', ""'s"", 'profit', 'and', 'revenue']","['It', 'generated', '4.47', 'billion', 'of', 'profit', 'and', '20', 'billion', 'of', 'revenue', 'in', 'the', 'year', ""'s"", 'first', 'half', '53', 'percent', 'of', 'Citigroup', ""'s"", 'totals']","['the', 'consumer', 'group', 'generate', '4.47', 'billion', 'of', 'profit', 'and', '20', 'billion', 'of', 'revenue', 'from', 'january', 'to', 'june', '53', 'of', 'citigroup', ""'s"", 'profit', 'and', 'revenue']","['it', 'generate', '4.47', 'billion', 'of', 'profit', 'and', '20', 'billion', 'of', 'revenue', 'in', 'the', 'year', ""'s"", 'first', 'half', '53', 'percent', 'of', 'citigroup', ""'s"", 'total']",the consumer group generate 4.47 billion of profit and 20 billion of revenue from january to june 53 of citigroup 's profit and revenue,it generate 4.47 billion of profit and 20 billion of revenue in the year 's first half 53 percent of citigroup 's total
412,"GALLOWAY TOWNSHIP, N.J. Annika Sorenstam drew the crowds, Michelle Wie got the publicity but Angela Stanford took her first LPGA victory.","GALLOWAY TOWNSHIP, N.J. >> Annika Sorenstam and Michelle Wie drew the crowds, but Angela Stanford took her first LPGA victory.",4.0,MSRpar,"['GALLOWAY', 'TOWNSHIP', 'N.J.', 'Annika', 'Sorenstam', 'drew', 'the', 'crowds', 'Michelle', 'Wie', 'got', 'the', 'publicity', 'but', 'Angela', 'Stanford', 'took', 'her', 'first', 'LPGA', 'victory']","['GALLOWAY', 'TOWNSHIP', 'N.J.', 'Annika', 'Sorenstam', 'and', 'Michelle', 'Wie', 'drew', 'the', 'crowds', 'but', 'Angela', 'Stanford', 'took', 'her', 'first', 'LPGA', 'victory']","['galloway', 'township', 'n.j.', 'annika', 'sorenstam', 'draw', 'the', 'crowd', 'michelle', 'wie', 'get', 'the', 'publicity', 'but', 'angela', 'stanford', 'take', 'her', 'first', 'lpga', 'victory']","['galloway', 'township', 'n.j.', 'annika', 'sorenstam', 'and', 'michelle', 'wie', 'draw', 'the', 'crowd', 'but', 'angela', 'stanford', 'take', 'her', 'first', 'lpga', 'victory']",galloway township n.j. annika sorenstam draw the crowd michelle wie get the publicity but angela stanford take her first lpga victory,galloway township n.j. annika sorenstam and michelle wie draw the crowd but angela stanford take her first lpga victory
413,"""Saddam is gone, but we want the (U.S.) occupation to end,"" said Hit resident Abu Qasim.","""Saddam is gone, but we want the (U.S.) occupation to end.""",3.2,MSRpar,"['Saddam', 'is', 'gone', 'but', 'we', 'want', 'the', 'U.S.', 'occupation', 'to', 'end', 'said', 'Hit', 'resident', 'Abu', 'Qasim']","['Saddam', 'is', 'gone', 'but', 'we', 'want', 'the', 'U.S.', 'occupation', 'to', 'end']","['saddam', 'be', 'go', 'but', 'we', 'want', 'the', 'u.s.', 'occupation', 'to', 'end', 'say', 'hit', 'resident', 'abu', 'qasim']","['saddam', 'be', 'go', 'but', 'we', 'want', 'the', 'u.s.', 'occupation', 'to', 'end']",saddam be go but we want the u.s. occupation to end say hit resident abu qasim,saddam be go but we want the u.s. occupation to end
414,Young has 28 days to file a response and ask the NASD for a hearing.,"Under NASD regulations, Mr. Young can file a response and request a hearing before an NASD panel.",3.5,MSRpar,"['Young', 'has', '28', 'days', 'to', 'file', 'a', 'response', 'and', 'ask', 'the', 'NASD', 'for', 'a', 'hearing']","['Under', 'NASD', 'regulations', 'Mr.', 'Young', 'can', 'file', 'a', 'response', 'and', 'request', 'a', 'hearing', 'before', 'an', 'NASD', 'panel']","['young', 'have', '28', 'day', 'to', 'file', 'a', 'response', 'and', 'ask', 'the', 'nasd', 'for', 'a', 'hearing']","['under', 'nasd', 'regulation', 'mr.', 'young', 'can', 'file', 'a', 'response', 'and', 'request', 'a', 'hearing', 'before', 'an', 'nasd', 'panel']",young have 28 day to file a response and ask the nasd for a hearing,under nasd regulation mr. young can file a response and request a hearing before an nasd panel
415,British Airways' New York-to-London runs will end in October.,British Airways plans to retire its seven Concordes at the end of October.,2.5,MSRpar,"['British', 'Airways', 'New', 'York-to-London', 'runs', 'will', 'end', 'in', 'October']","['British', 'Airways', 'plans', 'to', 'retire', 'its', 'seven', 'Concordes', 'at', 'the', 'end', 'of', 'October']","['british', 'airway', 'new', 'york-to-london', 'run', 'will', 'end', 'in', 'october']","['british', 'airway', 'plan', 'to', 'retire', 'its', 'seven', 'concordes', 'at', 'the', 'end', 'of', 'october']",british airway new york-to-london run will end in october,british airway plan to retire its seven concordes at the end of october
416,"The new policy gives greatest weight to grades, test scores and a student's high school curriculum.","Academic achievement -- including grades, test scores and high school curriculum -- are given the highest priority.",4.5,MSRpar,"['The', 'new', 'policy', 'gives', 'greatest', 'weight', 'to', 'grades', 'test', 'scores', 'and', 'a', 'student', ""'s"", 'high', 'school', 'curriculum']","['Academic', 'achievement', 'including', 'grades', 'test', 'scores', 'and', 'high', 'school', 'curriculum', 'are', 'given', 'the', 'highest', 'priority']","['the', 'new', 'policy', 'give', 'great', 'weight', 'to', 'grade', 'test', 'score', 'and', 'a', 'student', ""'s"", 'high', 'school', 'curriculum']","['academic', 'achievement', 'include', 'grades', 'test', 'score', 'and', 'high', 'school', 'curriculum', 'be', 'give', 'the', 'high', 'priority']",the new policy give great weight to grade test score and a student 's high school curriculum,academic achievement include grades test score and high school curriculum be give the high priority
417,"The new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by Monday, according to security analysts.","Security analysts said the new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by mid-afternoon on Monday.",4.5,MSRpar,"['The', 'new', 'version', 'W32/Sobig.C-mm', 'had', 'already', 'reached', 'a', 'high', 'level', 'outbreak', 'status', 'by', 'Monday', 'according', 'to', 'security', 'analysts']","['Security', 'analysts', 'said', 'the', 'new', 'version', 'W32/Sobig.C-mm', 'had', 'already', 'reached', 'a', 'high', 'level', 'outbreak', 'status', 'by', 'mid-afternoon', 'on', 'Monday']","['the', 'new', 'version', 'w32/sobig.c-mm', 'have', 'already', 'reach', 'a', 'high', 'level', 'outbreak', 'status', 'by', 'monday', 'accord', 'to', 'security', 'analyst']","['security', 'analyst', 'say', 'the', 'new', 'version', 'w32/sobig.c-mm', 'have', 'already', 'reach', 'a', 'high', 'level', 'outbreak', 'status', 'by', 'mid-afternoon', 'on', 'monday']",the new version w32/sobig.c-mm have already reach a high level outbreak status by monday accord to security analyst,security analyst say the new version w32/sobig.c-mm have already reach a high level outbreak status by mid-afternoon on monday
418,"The only other person who had not been accounted for Sunday was a man from Fort Worth, Texas.","Another person, a man from Fort Worth, Texas, also was missing.",3.6,MSRpar,"['The', 'only', 'other', 'person', 'who', 'had', 'not', 'been', 'accounted', 'for', 'Sunday', 'was', 'a', 'man', 'from', 'Fort', 'Worth', 'Texas']","['Another', 'person', 'a', 'man', 'from', 'Fort', 'Worth', 'Texas', 'also', 'was', 'missing']","['the', 'only', 'other', 'person', 'who', 'have', 'not', 'be', 'account', 'for', 'sunday', 'be', 'a', 'man', 'from', 'fort', 'worth', 'texas']","['another', 'person', 'a', 'man', 'from', 'fort', 'worth', 'texas', 'also', 'be', 'miss']",the only other person who have not be account for sunday be a man from fort worth texas,another person a man from fort worth texas also be miss
419,Stocks dipped lower Tuesday as investors opted to cash in profits from Monday's big rally despite a trio of reports suggesting modest improvement in the economy.,Wall Street moved tentatively higher Tuesday as investors weighed a trio of reports showing modest economic improvement against an urge to cash in profits from Monday's big rally.,2.8,MSRpar,"['Stocks', 'dipped', 'lower', 'Tuesday', 'as', 'investors', 'opted', 'to', 'cash', 'in', 'profits', 'from', 'Monday', ""'s"", 'big', 'rally', 'despite', 'a', 'trio', 'of', 'reports', 'suggesting', 'modest', 'improvement', 'in', 'the', 'economy']","['Wall', 'Street', 'moved', 'tentatively', 'higher', 'Tuesday', 'as', 'investors', 'weighed', 'a', 'trio', 'of', 'reports', 'showing', 'modest', 'economic', 'improvement', 'against', 'an', 'urge', 'to', 'cash', 'in', 'profits', 'from', 'Monday', ""'s"", 'big', 'rally']","['stock', 'dip', 'low', 'tuesday', 'as', 'investor', 'opt', 'to', 'cash', 'in', 'profit', 'from', 'monday', ""'s"", 'big', 'rally', 'despite', 'a', 'trio', 'of', 'report', 'suggest', 'modest', 'improvement', 'in', 'the', 'economy']","['wall', 'street', 'move', 'tentatively', 'high', 'tuesday', 'as', 'investor', 'weigh', 'a', 'trio', 'of', 'report', 'show', 'modest', 'economic', 'improvement', 'against', 'an', 'urge', 'to', 'cash', 'in', 'profit', 'from', 'monday', ""'s"", 'big', 'rally']",stock dip low tuesday as investor opt to cash in profit from monday 's big rally despite a trio of report suggest modest improvement in the economy,wall street move tentatively high tuesday as investor weigh a trio of report show modest economic improvement against an urge to cash in profit from monday 's big rally
420,"From the start, however, the United States' declared goal was not just to topple Saddam but to stabilize Iraq and install a friendly government.",But the United States' ultimate goal was not just to topple Mr. Hussein but to stabilize the country and install a friendly government.,4.8,MSRpar,"['From', 'the', 'start', 'however', 'the', 'United', 'States', 'declared', 'goal', 'was', 'not', 'just', 'to', 'topple', 'Saddam', 'but', 'to', 'stabilize', 'Iraq', 'and', 'install', 'a', 'friendly', 'government']","['But', 'the', 'United', 'States', 'ultimate', 'goal', 'was', 'not', 'just', 'to', 'topple', 'Mr.', 'Hussein', 'but', 'to', 'stabilize', 'the', 'country', 'and', 'install', 'a', 'friendly', 'government']","['from', 'the', 'start', 'however', 'the', 'united', 'state', 'declare', 'goal', 'be', 'not', 'just', 'to', 'topple', 'saddam', 'but', 'to', 'stabilize', 'iraq', 'and', 'install', 'a', 'friendly', 'government']","['but', 'the', 'united', 'state', 'ultimate', 'goal', 'be', 'not', 'just', 'to', 'topple', 'mr.', 'hussein', 'but', 'to', 'stabilize', 'the', 'country', 'and', 'install', 'a', 'friendly', 'government']",from the start however the united state declare goal be not just to topple saddam but to stabilize iraq and install a friendly government,but the united state ultimate goal be not just to topple mr. hussein but to stabilize the country and install a friendly government
421,"The broader Standard & Poor's 500 Index <.SPX> gave up 11.91 points, or 1.19 percent, at 986.60.","The technology-laced Nasdaq Composite Index .IXIC declined 16.68 points, or 1.01 percent, at 1,636.94.",0.8,MSRpar,"['The', 'broader', 'Standard', 'Poor', ""'s"", '500', 'Index', '.SPX', 'gave', 'up', '11.91', 'points', 'or', '1.19', 'percent', 'at', '986.60']","['The', 'technology-laced', 'Nasdaq', 'Composite', 'Index', '.IXIC', 'declined', '16.68', 'points', 'or', '1.01', 'percent', 'at', '1,636.94']","['the', 'broad', 'standard', 'poor', ""'s"", '500', 'index', '.spx', 'give', 'up', '11.91', 'point', 'or', '1.19', 'percent', 'at', '986.60']","['the', 'technology-laced', 'nasdaq', 'composite', 'index', '.ixic', 'decline', '16.68', 'point', 'or', '1.01', 'percent', 'at', '1,636.94']",the broad standard poor 's 500 index .spx give up 11.91 point or 1.19 percent at 986.60,"the technology-laced nasdaq composite index .ixic decline 16.68 point or 1.01 percent at 1,636.94"
422,AFTRA members approved the merger by a vote of 75.88% to 24.12%.,"AFTRA, on the other hand, approved the merger by a whopping 75 percent.",4.091,MSRpar,"['AFTRA', 'members', 'approved', 'the', 'merger', 'by', 'a', 'vote', 'of', '75.88', 'to', '24.12']","['AFTRA', 'on', 'the', 'other', 'hand', 'approved', 'the', 'merger', 'by', 'a', 'whopping', '75', 'percent']","['aftra', 'member', 'approve', 'the', 'merger', 'by', 'a', 'vote', 'of', '75.88', 'to', '24.12']","['aftra', 'on', 'the', 'other', 'hand', 'approve', 'the', 'merger', 'by', 'a', 'whopping', '75', 'percent']",aftra member approve the merger by a vote of 75.88 to 24.12,aftra on the other hand approve the merger by a whopping 75 percent
423,"The currency briefly weakened slightly on Monday to trade at 55.34/39, not far from its record low of 55.75.","The currency briefly weakened on Monday morning but rebounded to trade at 55.25/29, little changed from Friday.",2.25,MSRpar,"['The', 'currency', 'briefly', 'weakened', 'slightly', 'on', 'Monday', 'to', 'trade', 'at', '55.34/39', 'not', 'far', 'from', 'its', 'record', 'low', 'of', '55.75']","['The', 'currency', 'briefly', 'weakened', 'on', 'Monday', 'morning', 'but', 'rebounded', 'to', 'trade', 'at', '55.25/29', 'little', 'changed', 'from', 'Friday']","['the', 'currency', 'briefly', 'weaken', 'slightly', 'on', 'monday', 'to', 'trade', 'at', '55.34/39', 'not', 'far', 'from', 'its', 'record', 'low', 'of', '55.75']","['the', 'currency', 'briefly', 'weaken', 'on', 'monday', 'morning', 'but', 'rebound', 'to', 'trade', 'at', '55.25/29', 'little', 'change', 'from', 'friday']",the currency briefly weaken slightly on monday to trade at 55.34/39 not far from its record low of 55.75,the currency briefly weaken on monday morning but rebound to trade at 55.25/29 little change from friday
424,"While some other parts of Africa have been used as staging grounds for the terror group, Malawi previously had not been a major focus of investigations into al-Qaida.","While some other parts of Africa have been used as Al Qaeda staging grounds, Malawi had previously not been a major focus of investigations into the group.",5.0,MSRpar,"['While', 'some', 'other', 'parts', 'of', 'Africa', 'have', 'been', 'used', 'as', 'staging', 'grounds', 'for', 'the', 'terror', 'group', 'Malawi', 'previously', 'had', 'not', 'been', 'a', 'major', 'focus', 'of', 'investigations', 'into', 'al-Qaida']","['While', 'some', 'other', 'parts', 'of', 'Africa', 'have', 'been', 'used', 'as', 'Al', 'Qaeda', 'staging', 'grounds', 'Malawi', 'had', 'previously', 'not', 'been', 'a', 'major', 'focus', 'of', 'investigations', 'into', 'the', 'group']","['while', 'some', 'other', 'part', 'of', 'africa', 'have', 'be', 'use', 'as', 'stag', 'ground', 'for', 'the', 'terror', 'group', 'malawi', 'previously', 'have', 'not', 'be', 'a', 'major', 'focus', 'of', 'investigation', 'into', 'al-qaida']","['while', 'some', 'other', 'part', 'of', 'africa', 'have', 'be', 'use', 'as', 'al', 'qaeda', 'stag', 'ground', 'malawi', 'have', 'previously', 'not', 'be', 'a', 'major', 'focus', 'of', 'investigation', 'into', 'the', 'group']",while some other part of africa have be use as stag ground for the terror group malawi previously have not be a major focus of investigation into al-qaida,while some other part of africa have be use as al qaeda stag ground malawi have previously not be a major focus of investigation into the group
425,"On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.","On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.",3.75,MSRpar,"['On', 'Sunday', 'a', 'U.S.', 'soldier', 'was', 'killed', 'and', 'another', 'injured', 'in', 'southern', 'Iraq', 'when', 'a', 'munitions', 'dump', 'exploded']","['On', 'Sunday', 'a', 'U.S.', 'soldier', 'was', 'killed', 'and', 'another', 'injured', 'when', 'a', 'munitions', 'dump', 'they', 'were', 'guarding', 'exploded', 'in', 'southern', 'Iraq']","['on', 'sunday', 'a', 'u.s.', 'soldier', 'be', 'kill', 'and', 'another', 'injure', 'in', 'southern', 'iraq', 'when', 'a', 'munition', 'dump', 'explode']","['on', 'sunday', 'a', 'u.s.', 'soldier', 'be', 'kill', 'and', 'another', 'injure', 'when', 'a', 'munition', 'dump', 'they', 'be', 'guard', 'explode', 'in', 'southern', 'iraq']",on sunday a u.s. soldier be kill and another injure in southern iraq when a munition dump explode,on sunday a u.s. soldier be kill and another injure when a munition dump they be guard explode in southern iraq
426,"""I'm real excited to be a Cleveland Cavalier,"" James said.","""I'm really excited about going to Cleveland,"" James told ESPN.com.",3.667,MSRpar,"['I', 'am', 'real', 'excited', 'to', 'be', 'a', 'Cleveland', 'Cavalier', 'James', 'said']","['I', 'am', 'really', 'excited', 'about', 'going', 'to', 'Cleveland', 'James', 'told', 'ESPN.com']","['i', 'be', 'real', 'excite', 'to', 'be', 'a', 'cleveland', 'cavalier', 'james', 'say']","['i', 'be', 'really', 'excite', 'about', 'go', 'to', 'cleveland', 'james', 'tell', 'espn.com']",i be real excite to be a cleveland cavalier james say,i be really excite about go to cleveland james tell espn.com
427,"According to law enforcement officials, the person arrested was a known sophisticated hacker.","According to law enforcement officials, the individual decrypted passwords on the server.",2.667,MSRpar,"['According', 'to', 'law', 'enforcement', 'officials', 'the', 'person', 'arrested', 'was', 'a', 'known', 'sophisticated', 'hacker']","['According', 'to', 'law', 'enforcement', 'officials', 'the', 'individual', 'decrypted', 'passwords', 'on', 'the', 'server']","['accord', 'to', 'law', 'enforcement', 'official', 'the', 'person', 'arrest', 'be', 'a', 'know', 'sophisticated', 'hacker']","['accord', 'to', 'law', 'enforcement', 'official', 'the', 'individual', 'decrypt', 'password', 'on', 'the', 'server']",accord to law enforcement official the person arrest be a know sophisticated hacker,accord to law enforcement official the individual decrypt password on the server
428,"Excluding litigation charges, RIM's loss narrowed even further to 1 cent a share.","Excluding patent litigation, RIM's loss for the quarter was $700,000, or 1 cent per share.",3.333,MSRpar,"['Excluding', 'litigation', 'charges', 'RIM', ""'s"", 'loss', 'narrowed', 'even', 'further', 'to', '1', 'cent', 'a', 'share']","['Excluding', 'patent', 'litigation', 'RIM', ""'s"", 'loss', 'for', 'the', 'quarter', 'was', '700,000', 'or', '1', 'cent', 'per', 'share']","['exclude', 'litigation', 'charge', 'rim', ""'s"", 'loss', 'narrow', 'even', 'far', 'to', '1', 'cent', 'a', 'share']","['exclude', 'patent', 'litigation', 'rim', ""'s"", 'loss', 'for', 'the', 'quarter', 'be', '700,000', 'or', '1', 'cent', 'per', 'share']",exclude litigation charge rim 's loss narrow even far to 1 cent a share,"exclude patent litigation rim 's loss for the quarter be 700,000 or 1 cent per share"
429,"The broad Standard & Poor's 500 Index .SPX gained 19.72 points, or 1.98 percent, to 1,015.69.","The Dow Jones industrial average .DJI jumped 2.09 percent, while the Standard & Poor's 500 Index .SPX leapt 2.23 percent.",3.0,MSRpar,"['The', 'broad', 'Standard', 'Poor', ""'s"", '500', 'Index', '.SPX', 'gained', '19.72', 'points', 'or', '1.98', 'percent', 'to', '1,015.69']","['The', 'Dow', 'Jones', 'industrial', 'average', '.DJI', 'jumped', '2.09', 'percent', 'while', 'the', 'Standard', 'Poor', ""'s"", '500', 'Index', '.SPX', 'leapt', '2.23', 'percent']","['the', 'broad', 'standard', 'poor', ""'s"", '500', 'index', '.spx', 'gain', '19.72', 'point', 'or', '1.98', 'percent', 'to', '1,015.69']","['the', 'dow', 'jones', 'industrial', 'average', '.dji', 'jump', '2.09', 'percent', 'while', 'the', 'standard', 'poor', ""'s"", '500', 'index', '.spx', 'leapt', '2.23', 'percent']","the broad standard poor 's 500 index .spx gain 19.72 point or 1.98 percent to 1,015.69",the dow jones industrial average .dji jump 2.09 percent while the standard poor 's 500 index .spx leapt 2.23 percent
430,"It will also help reform the Royal Solomon Islands Police, strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation.","The intervention force will confiscate weapons, reform the police, strengthen the courts and prison system and protect key institutions such as the Finance Ministry.",3.444,MSRpar,"['It', 'will', 'also', 'help', 'reform', 'the', 'Royal', 'Solomon', 'Islands', 'Police', 'strengthen', 'the', 'courts', 'and', 'prisons', 'system', 'and', 'protect', 'key', 'institutions', 'such', 'as', 'the', 'Finance', 'Ministry', 'from', 'intimidation']","['The', 'intervention', 'force', 'will', 'confiscate', 'weapons', 'reform', 'the', 'police', 'strengthen', 'the', 'courts', 'and', 'prison', 'system', 'and', 'protect', 'key', 'institutions', 'such', 'as', 'the', 'Finance', 'Ministry']","['it', 'will', 'also', 'help', 'reform', 'the', 'royal', 'solomon', 'islands', 'police', 'strengthen', 'the', 'court', 'and', 'prison', 'system', 'and', 'protect', 'key', 'institution', 'such', 'as', 'the', 'finance', 'ministry', 'from', 'intimidation']","['the', 'intervention', 'force', 'will', 'confiscate', 'weapon', 'reform', 'the', 'police', 'strengthen', 'the', 'court', 'and', 'prison', 'system', 'and', 'protect', 'key', 'institution', 'such', 'as', 'the', 'finance', 'ministry']",it will also help reform the royal solomon islands police strengthen the court and prison system and protect key institution such as the finance ministry from intimidation,the intervention force will confiscate weapon reform the police strengthen the court and prison system and protect key institution such as the finance ministry
431,"Mr Alibek said: ""Our outcomes are very encouraging.","""Our outcomes are very encouraging,"" George Mason researcher Ken Alibek said.",3.8,MSRpar,"['Mr', 'Alibek', 'said', 'Our', 'outcomes', 'are', 'very', 'encouraging']","['Our', 'outcomes', 'are', 'very', 'encouraging', 'George', 'Mason', 'researcher', 'Ken', 'Alibek', 'said']","['mr', 'alibek', 'say', 'our', 'outcome', 'be', 'very', 'encouraging']","['our', 'outcome', 'be', 'very', 'encouraging', 'george', 'mason', 'researcher', 'ken', 'alibek', 'say']",mr alibek say our outcome be very encouraging,our outcome be very encouraging george mason researcher ken alibek say
432,Selenski descended down the wall and used the mattress to climb over razor wire.,"Selenski used the mattress to scale a 10-foot razor wire, Fischi said.",3.0,MSRpar,"['Selenski', 'descended', 'down', 'the', 'wall', 'and', 'used', 'the', 'mattress', 'to', 'climb', 'over', 'razor', 'wire']","['Selenski', 'used', 'the', 'mattress', 'to', 'scale', 'a', '10-foot', 'razor', 'wire', 'Fischi', 'said']","['selenski', 'descend', 'down', 'the', 'wall', 'and', 'use', 'the', 'mattress', 'to', 'climb', 'over', 'razor', 'wire']","['selenski', 'use', 'the', 'mattress', 'to', 'scale', 'a', '10-foot', 'razor', 'wire', 'fischi', 'say']",selenski descend down the wall and use the mattress to climb over razor wire,selenski use the mattress to scale a 10-foot razor wire fischi say
433,"A jury convicted rapper C-Murder, also known as Corey Miller, of second-degree murder Tuesday night in the shooting death of a 16-year-old in a Jefferson Parish nightclub.","Rapper C-Murder has been convicted of second-degree murder, a crime that carries an automatic life sentence, in the shooting death of a 16-year-old inside a Jefferson Parish nightclub.",3.6,MSRpar,"['A', 'jury', 'convicted', 'rapper', 'C-Murder', 'also', 'known', 'as', 'Corey', 'Miller', 'of', 'second-degree', 'murder', 'Tuesday', 'night', 'in', 'the', 'shooting', 'death', 'of', 'a', '16-year-old', 'in', 'a', 'Jefferson', 'Parish', 'nightclub']","['Rapper', 'C-Murder', 'has', 'been', 'convicted', 'of', 'second-degree', 'murder', 'a', 'crime', 'that', 'carries', 'an', 'automatic', 'life', 'sentence', 'in', 'the', 'shooting', 'death', 'of', 'a', '16-year-old', 'inside', 'a', 'Jefferson', 'Parish', 'nightclub']","['a', 'jury', 'convict', 'rapper', 'c-murder', 'also', 'know', 'as', 'corey', 'miller', 'of', 'second-degree', 'murder', 'tuesday', 'night', 'in', 'the', 'shoot', 'death', 'of', 'a', '16-year-old', 'in', 'a', 'jefferson', 'parish', 'nightclub']","['rapper', 'c-murder', 'have', 'be', 'convict', 'of', 'second-degree', 'murder', 'a', 'crime', 'that', 'carry', 'an', 'automatic', 'life', 'sentence', 'in', 'the', 'shoot', 'death', 'of', 'a', '16-year-old', 'inside', 'a', 'jefferson', 'parish', 'nightclub']",a jury convict rapper c-murder also know as corey miller of second-degree murder tuesday night in the shoot death of a 16-year-old in a jefferson parish nightclub,rapper c-murder have be convict of second-degree murder a crime that carry an automatic life sentence in the shoot death of a 16-year-old inside a jefferson parish nightclub
434,"Joe Kernan, who had been lieutenant governor for the past seven years, was sworn in as governor after O'Bannon died Saturday.","Kernan, who was O'Bannon's lieutenant governor, friend and political partner, was sworn in six hours after O'Bannon died Saturday.",3.75,MSRpar,"['Joe', 'Kernan', 'who', 'had', 'been', 'lieutenant', 'governor', 'for', 'the', 'past', 'seven', 'years', 'was', 'sworn', 'in', 'as', 'governor', 'after', ""O'Bannon"", 'died', 'Saturday']","['Kernan', 'who', 'was', ""O'Bannon"", ""'s"", 'lieutenant', 'governor', 'friend', 'and', 'political', 'partner', 'was', 'sworn', 'in', 'six', 'hours', 'after', ""O'Bannon"", 'died', 'Saturday']","['joe', 'kernan', 'who', 'have', 'be', 'lieutenant', 'governor', 'for', 'the', 'past', 'seven', 'year', 'be', 'swear', 'in', 'as', 'governor', 'after', ""o'bannon"", 'die', 'saturday']","['kernan', 'who', 'be', ""o'bannon"", ""'s"", 'lieutenant', 'governor', 'friend', 'and', 'political', 'partner', 'be', 'swear', 'in', 'six', 'hour', 'after', ""o'bannon"", 'die', 'saturday']",joe kernan who have be lieutenant governor for the past seven year be swear in as governor after o'bannon die saturday,kernan who be o'bannon 's lieutenant governor friend and political partner be swear in six hour after o'bannon die saturday
435,Wells’ other series include NBC’s ER and Third Watch.,"Wells' other series include NBC's ""ER"" and ""Third Watch.""",5.0,MSRpar,"['Wells', 'other', 'series', 'include', 'NBC', 's', 'ER', 'and', 'Third', 'Watch']","['Wells', 'other', 'series', 'include', 'NBC', ""'s"", 'ER', 'and', 'Third', 'Watch']","['well', 'other', 'series', 'include', 'nbc', 's', 'er', 'and', 'third', 'watch']","['well', 'other', 'series', 'include', 'nbc', ""'s"", 'er', 'and', 'third', 'watch']",well other series include nbc s er and third watch,well other series include nbc 's er and third watch
436,"Thirty-three of the 42 men had been arrested by Wednesday evening, said Daniel Bogden, U.S. attorney in Nevada.","Thirty-four of the men have been arrested and the others are being sought, US Attorney Daniel Bogden said yesterday.",3.0,MSRpar,"['Thirty-three', 'of', 'the', '42', 'men', 'had', 'been', 'arrested', 'by', 'Wednesday', 'evening', 'said', 'Daniel', 'Bogden', 'U.S.', 'attorney', 'in', 'Nevada']","['Thirty-four', 'of', 'the', 'men', 'have', 'been', 'arrested', 'and', 'the', 'others', 'are', 'being', 'sought', 'US', 'Attorney', 'Daniel', 'Bogden', 'said', 'yesterday']","['thirty-three', 'of', 'the', '42', 'men', 'have', 'be', 'arrest', 'by', 'wednesday', 'evening', 'say', 'daniel', 'bogden', 'u.s.', 'attorney', 'in', 'nevada']","['thirty-four', 'of', 'the', 'men', 'have', 'be', 'arrest', 'and', 'the', 'others', 'be', 'be', 'seek', 'us', 'attorney', 'daniel', 'bogden', 'say', 'yesterday']",thirty-three of the 42 men have be arrest by wednesday evening say daniel bogden u.s. attorney in nevada,thirty-four of the men have be arrest and the others be be seek us attorney daniel bogden say yesterday
437,Advanced Micro Devices said Fujitsu Siemens Computers is offering a high-end workstation based on AMD's Opteron 200 Series.,Fujitsu Siemens Computers on Tuesday made good on a promise to offer a workstation based on Advanced Micro Devices' Opteron processor.,3.25,MSRpar,"['Advanced', 'Micro', 'Devices', 'said', 'Fujitsu', 'Siemens', 'Computers', 'is', 'offering', 'a', 'high-end', 'workstation', 'based', 'on', 'AMD', ""'s"", 'Opteron', '200', 'Series']","['Fujitsu', 'Siemens', 'Computers', 'on', 'Tuesday', 'made', 'good', 'on', 'a', 'promise', 'to', 'offer', 'a', 'workstation', 'based', 'on', 'Advanced', 'Micro', 'Devices', 'Opteron', 'processor']","['advanced', 'micro', 'device', 'say', 'fujitsu', 'siemens', 'computer', 'be', 'offer', 'a', 'high-end', 'workstation', 'base', 'on', 'amd', ""'s"", 'opteron', '200', 'series']","['fujitsu', 'siemens', 'computer', 'on', 'tuesday', 'make', 'good', 'on', 'a', 'promise', 'to', 'offer', 'a', 'workstation', 'base', 'on', 'advanced', 'micro', 'device', 'opteron', 'processor']",advanced micro device say fujitsu siemens computer be offer a high-end workstation base on amd 's opteron 200 series,fujitsu siemens computer on tuesday make good on a promise to offer a workstation base on advanced micro device opteron processor
