,sentence_0,sentence_1,score,dataset_name,tokens_0,tokens_1,lemmas_0,lemmas_1,sentence_lemmas_0,sentence_lemmas_1
1673,"- My party has serious reservations about Community law applying to the sale of consumer products, as against applying the concept of mutual recognition of standards.","My party has serious reservations about the regulation of the sale of consumer goods through Community legislation, as it expresses reservations about the concept of mutual recognition of standards.",4.6,SMTeuroparl,"['My', 'party', 'has', 'serious', 'reservations', 'about', 'Community', 'law', 'applying', 'to', 'the', 'sale', 'of', 'consumer', 'products', 'as', 'against', 'applying', 'the', 'concept', 'of', 'mutual', 'recognition', 'of', 'standards']","['My', 'party', 'has', 'serious', 'reservations', 'about', 'the', 'regulation', 'of', 'the', 'sale', 'of', 'consumer', 'goods', 'through', 'Community', 'legislation', 'as', 'it', 'expresses', 'reservations', 'about', 'the', 'concept', 'of', 'mutual', 'recognition', 'of', 'standards']","['my', 'party', 'have', 'serious', 'reservation', 'about', 'community', 'law', 'apply', 'to', 'the', 'sale', 'of', 'consumer', 'product', 'as', 'against', 'apply', 'the', 'concept', 'of', 'mutual', 'recognition', 'of', 'standard']","['my', 'party', 'have', 'serious', 'reservation', 'about', 'the', 'regulation', 'of', 'the', 'sale', 'of', 'consumer', 'good', 'through', 'community', 'legislation', 'as', 'it', 'express', 'reservation', 'about', 'the', 'concept', 'of', 'mutual', 'recognition', 'of', 'standard']",my party have serious reservation about community law apply to the sale of consumer product as against apply the concept of mutual recognition of standard,my party have serious reservation about the regulation of the sale of consumer good through community legislation as it express reservation about the concept of mutual recognition of standard
1674,"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","Faced with this situation, the need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment is essential.",5.0,SMTeuroparl,"['Given', 'this', 'situation', 'there', 'is', 'an', 'inescapable', 'need', 'for', 'greater', 'involvement', 'and', 'greater', 'effectiveness', 'in', 'the', 'fight', 'against', 'poverty', 'and', 'underdevelopment']","['Faced', 'with', 'this', 'situation', 'the', 'need', 'for', 'greater', 'involvement', 'and', 'greater', 'effectiveness', 'in', 'the', 'fight', 'against', 'poverty', 'and', 'underdevelopment', 'is', 'essential']","['give', 'this', 'situation', 'there', 'be', 'an', 'inescapable', 'need', 'for', 'great', 'involvement', 'and', 'great', 'effectiveness', 'in', 'the', 'fight', 'against', 'poverty', 'and', 'underdevelopment']","['face', 'with', 'this', 'situation', 'the', 'need', 'for', 'great', 'involvement', 'and', 'great', 'effectiveness', 'in', 'the', 'fight', 'against', 'poverty', 'and', 'underdevelopment', 'be', 'essential']",give this situation there be an inescapable need for great involvement and great effectiveness in the fight against poverty and underdevelopment,face with this situation the need for great involvement and great effectiveness in the fight against poverty and underdevelopment be essential
1675,"Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.","That is why I also believe that this reconciliation can take; however, the government, which has very courageously found a solution to the issue of universities and many other problems, needs visible signs of success and a strong support, otherwise the peace threatened in the region as a whole.",4.6,SMTeuroparl,"['Therefore', 'I', 'also', 'believe', 'that', 'this', 'reconciliation', 'is', 'sustainable', 'but', 'that', 'the', 'government', 'which', 'has', 'very', 'courageously', 'found', 'a', 'solution', 'to', 'the', 'university', 'issue', 'and', 'to', 'many', 'other', 'issues', 'needs', 'visible', 'signs', 'of', 'its', 'success', 'and', 'powerful', 'support', 'else', 'peace', 'throughout', 'the', 'region', 'will', 'be', 'under', 'threat']","['That', 'is', 'why', 'I', 'also', 'believe', 'that', 'this', 'reconciliation', 'can', 'take', 'however', 'the', 'government', 'which', 'has', 'very', 'courageously', 'found', 'a', 'solution', 'to', 'the', 'issue', 'of', 'universities', 'and', 'many', 'other', 'problems', 'needs', 'visible', 'signs', 'of', 'success', 'and', 'a', 'strong', 'support', 'otherwise', 'the', 'peace', 'threatened', 'in', 'the', 'region', 'as', 'a', 'whole']","['therefore', 'i', 'also', 'believe', 'that', 'this', 'reconciliation', 'be', 'sustainable', 'but', 'that', 'the', 'government', 'which', 'have', 'very', 'courageously', 'find', 'a', 'solution', 'to', 'the', 'university', 'issue', 'and', 'to', 'many', 'other', 'issue', 'need', 'visible', 'sign', 'of', 'its', 'success', 'and', 'powerful', 'support', 'else', 'peace', 'throughout', 'the', 'region', 'will', 'be', 'under', 'threat']","['that', 'be', 'why', 'i', 'also', 'believe', 'that', 'this', 'reconciliation', 'can', 'take', 'however', 'the', 'government', 'which', 'have', 'very', 'courageously', 'find', 'a', 'solution', 'to', 'the', 'issue', 'of', 'university', 'and', 'many', 'other', 'problem', 'need', 'visible', 'sign', 'of', 'success', 'and', 'a', 'strong', 'support', 'otherwise', 'the', 'peace', 'threaten', 'in', 'the', 'region', 'as', 'a', 'whole']",therefore i also believe that this reconciliation be sustainable but that the government which have very courageously find a solution to the university issue and to many other issue need visible sign of its success and powerful support else peace throughout the region will be under threat,that be why i also believe that this reconciliation can take however the government which have very courageously find a solution to the issue of university and many other problem need visible sign of success and a strong support otherwise the peace threaten in the region as a whole
1676,The only instance in which no tax is levied is when the supplier is in a non-EU country and the recipient is in a Member State of the EU.,The only case for which no tax is a delivery is still seen in the European Community from a third country.,3.5,SMTeuroparl,"['The', 'only', 'instance', 'in', 'which', 'no', 'tax', 'is', 'levied', 'is', 'when', 'the', 'supplier', 'is', 'in', 'a', 'non-EU', 'country', 'and', 'the', 'recipient', 'is', 'in', 'a', 'Member', 'State', 'of', 'the', 'EU']","['The', 'only', 'case', 'for', 'which', 'no', 'tax', 'is', 'a', 'delivery', 'is', 'still', 'seen', 'in', 'the', 'European', 'Community', 'from', 'a', 'third', 'country']","['the', 'only', 'instance', 'in', 'which', 'no', 'tax', 'be', 'levy', 'be', 'when', 'the', 'supplier', 'be', 'in', 'a', 'non-eu', 'country', 'and', 'the', 'recipient', 'be', 'in', 'a', 'member', 'state', 'of', 'the', 'eu']","['the', 'only', 'case', 'for', 'which', 'no', 'tax', 'be', 'a', 'delivery', 'be', 'still', 'see', 'in', 'the', 'european', 'community', 'from', 'a', 'third', 'country']",the only instance in which no tax be levy be when the supplier be in a non-eu country and the recipient be in a member state of the eu,the only case for which no tax be a delivery be still see in the european community from a third country
1677,It is a matter of the utmost importance and yet has curiously attracted very little public attention.,"The task, which is however capital, did not arouse an lively interest on behalf of the public yet.",3.75,SMTeuroparl,"['It', 'is', 'a', 'matter', 'of', 'the', 'utmost', 'importance', 'and', 'yet', 'has', 'curiously', 'attracted', 'very', 'little', 'public', 'attention']","['The', 'task', 'which', 'is', 'however', 'capital', 'did', 'not', 'arouse', 'an', 'lively', 'interest', 'on', 'behalf', 'of', 'the', 'public', 'yet']","['it', 'be', 'a', 'matter', 'of', 'the', 'utmost', 'importance', 'and', 'yet', 'have', 'curiously', 'attract', 'very', 'little', 'public', 'attention']","['the', 'task', 'which', 'be', 'however', 'capital', 'do', 'not', 'arouse', 'an', 'lively', 'interest', 'on', 'behalf', 'of', 'the', 'public', 'yet']",it be a matter of the utmost importance and yet have curiously attract very little public attention,the task which be however capital do not arouse an lively interest on behalf of the public yet
1678,"He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.","It is on trial on 8 January is accused him for having taken part in a meeting of Tunisian opponents in France, which also it denies.",3.75,SMTeuroparl,"['He', 'will', 'stand', 'trial', 'on', '8', 'January', 'on', 'charges', 'of', 'having', 'attended', 'a', 'meeting', 'of', 'the', 'Tunisian', 'opposition', 'in', 'France', 'which', 'he', 'denies']","['It', 'is', 'on', 'trial', 'on', '8', 'January', 'is', 'accused', 'him', 'for', 'having', 'taken', 'part', 'in', 'a', 'meeting', 'of', 'Tunisian', 'opponents', 'in', 'France', 'which', 'also', 'it', 'denies']","['he', 'will', 'stand', 'trial', 'on', '8', 'january', 'on', 'charge', 'of', 'have', 'attend', 'a', 'meeting', 'of', 'the', 'tunisian', 'opposition', 'in', 'france', 'which', 'he', 'deny']","['it', 'be', 'on', 'trial', 'on', '8', 'january', 'be', 'accuse', 'him', 'for', 'have', 'take', 'part', 'in', 'a', 'meeting', 'of', 'tunisian', 'opponent', 'in', 'france', 'which', 'also', 'it', 'deny']",he will stand trial on 8 january on charge of have attend a meeting of the tunisian opposition in france which he deny,it be on trial on 8 january be accuse him for have take part in a meeting of tunisian opponent in france which also it deny
1679,"When we are faced with a potential risk, it is important to apply the precautionary principle.","When we are faced with a potential risk, it is important to put into practice the principle of precaution.",5.0,SMTeuroparl,"['When', 'we', 'are', 'faced', 'with', 'a', 'potential', 'risk', 'it', 'is', 'important', 'to', 'apply', 'the', 'precautionary', 'principle']","['When', 'we', 'are', 'faced', 'with', 'a', 'potential', 'risk', 'it', 'is', 'important', 'to', 'put', 'into', 'practice', 'the', 'principle', 'of', 'precaution']","['when', 'we', 'be', 'face', 'with', 'a', 'potential', 'risk', 'it', 'be', 'important', 'to', 'apply', 'the', 'precautionary', 'principle']","['when', 'we', 'be', 'face', 'with', 'a', 'potential', 'risk', 'it', 'be', 'important', 'to', 'put', 'into', 'practice', 'the', 'principle', 'of', 'precaution']",when we be face with a potential risk it be important to apply the precautionary principle,when we be face with a potential risk it be important to put into practice the principle of precaution
1680,"B5-0794/2000, by Mr Medina Ortega, Mr Linkohr and Mr Fava, on behalf of the Group of the Party of European Socialists, on the kidnap in Colombia of a Spanish Jesuit engaged in negotiations with the guerillas;","(B5-0794 / 2000, by Mr Medina Ortega, Linkohr, on behalf of the Group of the Party of European Socialists and the Group of the Party of European Socialists, from a Spanish in the negotiations with the;",3.6,SMTeuroparl,"['B5-0794/2000', 'by', 'Mr', 'Medina', 'Ortega', 'Mr', 'Linkohr', 'and', 'Mr', 'Fava', 'on', 'behalf', 'of', 'the', 'Group', 'of', 'the', 'Party', 'of', 'European', 'Socialists', 'on', 'the', 'kidnap', 'in', 'Colombia', 'of', 'a', 'Spanish', 'Jesuit', 'engaged', 'in', 'negotiations', 'with', 'the', 'guerillas']","['B5-0794', '2000', 'by', 'Mr', 'Medina', 'Ortega', 'Linkohr', 'on', 'behalf', 'of', 'the', 'Group', 'of', 'the', 'Party', 'of', 'European', 'Socialists', 'and', 'the', 'Group', 'of', 'the', 'Party', 'of', 'European', 'Socialists', 'from', 'a', 'Spanish', 'in', 'the', 'negotiations', 'with', 'the']","['b5-0794/2000', 'by', 'mr', 'medina', 'ortega', 'mr', 'linkohr', 'and', 'mr', 'fava', 'on', 'behalf', 'of', 'the', 'group', 'of', 'the', 'party', 'of', 'european', 'socialist', 'on', 'the', 'kidnap', 'in', 'colombia', 'of', 'a', 'spanish', 'jesuit', 'engage', 'in', 'negotiation', 'with', 'the', 'guerilla']","['b5-0794', '2000', 'by', 'mr', 'medina', 'ortega', 'linkohr', 'on', 'behalf', 'of', 'the', 'group', 'of', 'the', 'party', 'of', 'european', 'socialist', 'and', 'the', 'group', 'of', 'the', 'party', 'of', 'european', 'socialist', 'from', 'a', 'spanish', 'in', 'the', 'negotiation', 'with', 'the']",b5-0794/2000 by mr medina ortega mr linkohr and mr fava on behalf of the group of the party of european socialist on the kidnap in colombia of a spanish jesuit engage in negotiation with the guerilla,b5-0794 2000 by mr medina ortega linkohr on behalf of the group of the party of european socialist and the group of the party of european socialist from a spanish in the negotiation with the
1681,We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.,We have heard that the previous presidency first restructured then dismantled the Ministry for equal opportunities.,4.6,SMTeuroparl,"['We', 'have', 'heard', 'that', 'the', 'previous', 'Council', 'Presidency', 'first', 'restructured', 'and', 'then', 'scrapped', 'the', 'Ministry', 'for', 'Equality']","['We', 'have', 'heard', 'that', 'the', 'previous', 'presidency', 'first', 'restructured', 'then', 'dismantled', 'the', 'Ministry', 'for', 'equal', 'opportunities']","['we', 'have', 'hear', 'that', 'the', 'previous', 'council', 'presidency', 'first', 'restructure', 'and', 'then', 'scrap', 'the', 'ministry', 'for', 'equality']","['we', 'have', 'hear', 'that', 'the', 'previous', 'presidency', 'first', 'restructure', 'then', 'dismantle', 'the', 'ministry', 'for', 'equal', 'opportunity']",we have hear that the previous council presidency first restructure and then scrap the ministry for equality,we have hear that the previous presidency first restructure then dismantle the ministry for equal opportunity
1682,"Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.","In my view, however, there is nothing worse than to have to inform people that a ruling in their favour can only be a series of reassuring words and have no practical effect on their existence.",4.0,SMTeuroparl,"['Worst', 'of', 'all', 'I', 'believe', 'is', 'having', 'to', 'issue', 'a', 'warning', 'that', 'a', 'court', 'judgment', 'in', 'their', 'favour', 'may', 'just', 'be', 'a', 'set', 'of', 'comforting', 'words', 'and', 'make', 'no', 'real', 'difference', 'in', 'their', 'lives']","['In', 'my', 'view', 'however', 'there', 'is', 'nothing', 'worse', 'than', 'to', 'have', 'to', 'inform', 'people', 'that', 'a', 'ruling', 'in', 'their', 'favour', 'can', 'only', 'be', 'a', 'series', 'of', 'reassuring', 'words', 'and', 'have', 'no', 'practical', 'effect', 'on', 'their', 'existence']","['bad', 'of', 'all', 'i', 'believe', 'be', 'have', 'to', 'issue', 'a', 'warning', 'that', 'a', 'court', 'judgment', 'in', 'their', 'favour', 'may', 'just', 'be', 'a', 'set', 'of', 'comfort', 'word', 'and', 'make', 'no', 'real', 'difference', 'in', 'their', 'life']","['in', 'my', 'view', 'however', 'there', 'be', 'nothing', 'bad', 'than', 'to', 'have', 'to', 'inform', 'people', 'that', 'a', 'ruling', 'in', 'their', 'favour', 'can', 'only', 'be', 'a', 'series', 'of', 'reassure', 'word', 'and', 'have', 'no', 'practical', 'effect', 'on', 'their', 'existence']",bad of all i believe be have to issue a warning that a court judgment in their favour may just be a set of comfort word and make no real difference in their life,in my view however there be nothing bad than to have to inform people that a ruling in their favour can only be a series of reassure word and have no practical effect on their existence
1683,". (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.","(ES) Mr President, enlargement is essential for the construction of a strong and United European continent.",5.0,SMTeuroparl,"['ES', 'Mr', 'President', 'enlargement', 'is', 'essential', 'for', 'the', 'construction', 'of', 'a', 'strong', 'and', 'united', 'European', 'continent']","['ES', 'Mr', 'President', 'enlargement', 'is', 'essential', 'for', 'the', 'construction', 'of', 'a', 'strong', 'and', 'United', 'European', 'continent']","['es', 'mr', 'president', 'enlargement', 'be', 'essential', 'for', 'the', 'construction', 'of', 'a', 'strong', 'and', 'united', 'european', 'continent']","['es', 'mr', 'president', 'enlargement', 'be', 'essential', 'for', 'the', 'construction', 'of', 'a', 'strong', 'and', 'united', 'european', 'continent']",es mr president enlargement be essential for the construction of a strong and united european continent,es mr president enlargement be essential for the construction of a strong and united european continent
1684,Either we are in a club or we are out of it and it is particularly important that we accept this.,"Either we are part of the club, or we are not and we must therefore we bow to that decision.",4.8,SMTeuroparl,"['Either', 'we', 'are', 'in', 'a', 'club', 'or', 'we', 'are', 'out', 'of', 'it', 'and', 'it', 'is', 'particularly', 'important', 'that', 'we', 'accept', 'this']","['Either', 'we', 'are', 'part', 'of', 'the', 'club', 'or', 'we', 'are', 'not', 'and', 'we', 'must', 'therefore', 'we', 'bow', 'to', 'that', 'decision']","['either', 'we', 'be', 'in', 'a', 'club', 'or', 'we', 'be', 'out', 'of', 'it', 'and', 'it', 'be', 'particularly', 'important', 'that', 'we', 'accept', 'this']","['either', 'we', 'be', 'part', 'of', 'the', 'club', 'or', 'we', 'be', 'not', 'and', 'we', 'must', 'therefore', 'we', 'bow', 'to', 'that', 'decision']",either we be in a club or we be out of it and it be particularly important that we accept this,either we be part of the club or we be not and we must therefore we bow to that decision
1685,That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.,This is a disgrace when you think that the European Union raises a champion of the modernisation of economic life.,4.4,SMTeuroparl,"['That', 'is', 'a', 'shameful', 'state', 'of', 'affairs', 'when', 'we', 'consider', 'that', 'the', 'EU', 'itself', 'is', 'a', 'champion', 'of', 'modernised', 'business', 'practice']","['This', 'is', 'a', 'disgrace', 'when', 'you', 'think', 'that', 'the', 'European', 'Union', 'raises', 'a', 'champion', 'of', 'the', 'modernisation', 'of', 'economic', 'life']","['that', 'be', 'a', 'shameful', 'state', 'of', 'affair', 'when', 'we', 'consider', 'that', 'the', 'eu', 'itself', 'be', 'a', 'champion', 'of', 'modernised', 'business', 'practice']","['this', 'be', 'a', 'disgrace', 'when', 'you', 'think', 'that', 'the', 'european', 'union', 'raise', 'a', 'champion', 'of', 'the', 'modernisation', 'of', 'economic', 'life']",that be a shameful state of affair when we consider that the eu itself be a champion of modernised business practice,this be a disgrace when you think that the european union raise a champion of the modernisation of economic life
1686,"That is what we have done: we have avoided a budgetary crisis by going to Article 272; the financial perspective has been maintained, even though we have used the flexibility instrument.","It is what we did: we avoided a budgetary crisis while returning in article 272; the financial perspectives were maintained, even if we used the flexibility instrument.",4.6,SMTeuroparl,"['That', 'is', 'what', 'we', 'have', 'done', 'we', 'have', 'avoided', 'a', 'budgetary', 'crisis', 'by', 'going', 'to', 'Article', '272', 'the', 'financial', 'perspective', 'has', 'been', 'maintained', 'even', 'though', 'we', 'have', 'used', 'the', 'flexibility', 'instrument']","['It', 'is', 'what', 'we', 'did', 'we', 'avoided', 'a', 'budgetary', 'crisis', 'while', 'returning', 'in', 'article', '272', 'the', 'financial', 'perspectives', 'were', 'maintained', 'even', 'if', 'we', 'used', 'the', 'flexibility', 'instrument']","['that', 'be', 'what', 'we', 'have', 'do', 'we', 'have', 'avoid', 'a', 'budgetary', 'crisis', 'by', 'go', 'to', 'article', '272', 'the', 'financial', 'perspective', 'have', 'be', 'maintain', 'even', 'though', 'we', 'have', 'use', 'the', 'flexibility', 'instrument']","['it', 'be', 'what', 'we', 'do', 'we', 'avoid', 'a', 'budgetary', 'crisis', 'while', 'return', 'in', 'article', '272', 'the', 'financial', 'perspective', 'be', 'maintain', 'even', 'if', 'we', 'use', 'the', 'flexibility', 'instrument']",that be what we have do we have avoid a budgetary crisis by go to article 272 the financial perspective have be maintain even though we have use the flexibility instrument,it be what we do we avoid a budgetary crisis while return in article 272 the financial perspective be maintain even if we use the flexibility instrument
1687,"Declarations must be followed by concrete steps to trace, freeze, seize and confiscate the proceeds of crime.","The declarations must be followed concrete actions to identify, freeze, seize and confiscate the products of the crime.",4.8,SMTeuroparl,"['Declarations', 'must', 'be', 'followed', 'by', 'concrete', 'steps', 'to', 'trace', 'freeze', 'seize', 'and', 'confiscate', 'the', 'proceeds', 'of', 'crime']","['The', 'declarations', 'must', 'be', 'followed', 'concrete', 'actions', 'to', 'identify', 'freeze', 'seize', 'and', 'confiscate', 'the', 'products', 'of', 'the', 'crime']","['declaration', 'must', 'be', 'follow', 'by', 'concrete', 'step', 'to', 'trace', 'freeze', 'seize', 'and', 'confiscate', 'the', 'proceeds', 'of', 'crime']","['the', 'declaration', 'must', 'be', 'follow', 'concrete', 'action', 'to', 'identify', 'freeze', 'seize', 'and', 'confiscate', 'the', 'product', 'of', 'the', 'crime']",declaration must be follow by concrete step to trace freeze seize and confiscate the proceeds of crime,the declaration must be follow concrete action to identify freeze seize and confiscate the product of the crime
1688,"Mr President, ladies and gentlemen, I should like to say a few words on the joint resolution, which will, of course, be passed.","Mr President, ladies and gentlemen, I would like to speak on the joint resolution that obviously we shall vote.",4.4,SMTeuroparl,"['Mr', 'President', 'ladies', 'and', 'gentlemen', 'I', 'should', 'like', 'to', 'say', 'a', 'few', 'words', 'on', 'the', 'joint', 'resolution', 'which', 'will', 'of', 'course', 'be', 'passed']","['Mr', 'President', 'ladies', 'and', 'gentlemen', 'I', 'would', 'like', 'to', 'speak', 'on', 'the', 'joint', 'resolution', 'that', 'obviously', 'we', 'shall', 'vote']","['mr', 'president', 'lady', 'and', 'gentleman', 'i', 'should', 'like', 'to', 'say', 'a', 'few', 'word', 'on', 'the', 'joint', 'resolution', 'which', 'will', 'of', 'course', 'be', 'pass']","['mr', 'president', 'lady', 'and', 'gentleman', 'i', 'would', 'like', 'to', 'speak', 'on', 'the', 'joint', 'resolution', 'that', 'obviously', 'we', 'shall', 'vote']",mr president lady and gentleman i should like to say a few word on the joint resolution which will of course be pass,mr president lady and gentleman i would like to speak on the joint resolution that obviously we shall vote
1689,"I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.",I urge the French Presidency to should do everything in its power to bridge the gap particularly destructive.,4.2,SMTeuroparl,"['I', 'would', 'urge', 'the', 'French', 'Presidency', 'to', 'do', 'their', 'utmost', 'to', 'overcome', 'this', 'divide', 'because', 'it', 'is', 'extremely', 'destructive']","['I', 'urge', 'the', 'French', 'Presidency', 'to', 'should', 'do', 'everything', 'in', 'its', 'power', 'to', 'bridge', 'the', 'gap', 'particularly', 'destructive']","['i', 'would', 'urge', 'the', 'french', 'presidency', 'to', 'do', 'their', 'utmost', 'to', 'overcome', 'this', 'divide', 'because', 'it', 'be', 'extremely', 'destructive']","['i', 'urge', 'the', 'french', 'presidency', 'to', 'should', 'do', 'everything', 'in', 'its', 'power', 'to', 'bridge', 'the', 'gap', 'particularly', 'destructive']",i would urge the french presidency to do their utmost to overcome this divide because it be extremely destructive,i urge the french presidency to should do everything in its power to bridge the gap particularly destructive
1690,It is a matter of the utmost importance and yet has curiously attracted very little public attention.,"The most urgent task, which is, however, has not yet a lively interest on the part of the public.",4.4,SMTeuroparl,"['It', 'is', 'a', 'matter', 'of', 'the', 'utmost', 'importance', 'and', 'yet', 'has', 'curiously', 'attracted', 'very', 'little', 'public', 'attention']","['The', 'most', 'urgent', 'task', 'which', 'is', 'however', 'has', 'not', 'yet', 'a', 'lively', 'interest', 'on', 'the', 'part', 'of', 'the', 'public']","['it', 'be', 'a', 'matter', 'of', 'the', 'utmost', 'importance', 'and', 'yet', 'have', 'curiously', 'attract', 'very', 'little', 'public', 'attention']","['the', 'most', 'urgent', 'task', 'which', 'be', 'however', 'have', 'not', 'yet', 'a', 'lively', 'interest', 'on', 'the', 'part', 'of', 'the', 'public']",it be a matter of the utmost importance and yet have curiously attract very little public attention,the most urgent task which be however have not yet a lively interest on the part of the public
1691,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I invite Prague to seize this sign, this invitation, this request for dialogue, to follow up and to ensure that, together with this House, these reliques an era nationalist may be abandoned.",4.8,SMTeuroparl,"['I', 'call', 'on', 'Prague', 'to', 'respond', 'to', 'this', 'signal', 'this', 'challenge', 'this', 'plea', 'for', 'dialogue', 'to', 'grant', 'our', 'request', 'and', 'to', 'ensure', 'together', 'with', 'our', 'House', 'that', 'this', 'legacy', 'of', 'a', 'nationalist', 'era', 'can', 'be', 'consigned', 'to', 'the', 'past']","['I', 'invite', 'Prague', 'to', 'seize', 'this', 'sign', 'this', 'invitation', 'this', 'request', 'for', 'dialogue', 'to', 'follow', 'up', 'and', 'to', 'ensure', 'that', 'together', 'with', 'this', 'House', 'these', 'reliques', 'an', 'era', 'nationalist', 'may', 'be', 'abandoned']","['i', 'call', 'on', 'prague', 'to', 'respond', 'to', 'this', 'signal', 'this', 'challenge', 'this', 'plea', 'for', 'dialogue', 'to', 'grant', 'our', 'request', 'and', 'to', 'ensure', 'together', 'with', 'our', 'house', 'that', 'this', 'legacy', 'of', 'a', 'nationalist', 'era', 'can', 'be', 'consign', 'to', 'the', 'past']","['i', 'invite', 'prague', 'to', 'seize', 'this', 'sign', 'this', 'invitation', 'this', 'request', 'for', 'dialogue', 'to', 'follow', 'up', 'and', 'to', 'ensure', 'that', 'together', 'with', 'this', 'house', 'these', 'reliques', 'an', 'era', 'nationalist', 'may', 'be', 'abandon']",i call on prague to respond to this signal this challenge this plea for dialogue to grant our request and to ensure together with our house that this legacy of a nationalist era can be consign to the past,i invite prague to seize this sign this invitation this request for dialogue to follow up and to ensure that together with this house these reliques an era nationalist may be abandon
1692,"Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.","Finally, and this is something which is most controversial, the committee has called vehemently to use the fast-track procedure to implement this legislation.",4.8,SMTeuroparl,"['Lastly', 'and', 'most', 'controversially', 'the', 'committee', 'strongly', 'called', 'for', 'the', 'use', 'of', 'a', 'fast-track', 'procedure', 'to', 'implement', 'this', 'legislation']","['Finally', 'and', 'this', 'is', 'something', 'which', 'is', 'most', 'controversial', 'the', 'committee', 'has', 'called', 'vehemently', 'to', 'use', 'the', 'fast-track', 'procedure', 'to', 'implement', 'this', 'legislation']","['lastly', 'and', 'most', 'controversially', 'the', 'committee', 'strongly', 'call', 'for', 'the', 'use', 'of', 'a', 'fast-track', 'procedure', 'to', 'implement', 'this', 'legislation']","['finally', 'and', 'this', 'be', 'something', 'which', 'be', 'most', 'controversial', 'the', 'committee', 'have', 'call', 'vehemently', 'to', 'use', 'the', 'fast-track', 'procedure', 'to', 'implement', 'this', 'legislation']",lastly and most controversially the committee strongly call for the use of a fast-track procedure to implement this legislation,finally and this be something which be most controversial the committee have call vehemently to use the fast-track procedure to implement this legislation
1693,"There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.","There is, of course, a very important point is the fact that we started in category four, with its approach, but we do not yet know very well if we managed to resolve the issue, not least because the Council does not wish to participate sufficiently in the reflection.",4.8,SMTeuroparl,"['There', 'is', 'of', 'course', 'one', 'crucial', 'event', 'namely', 'that', 'a', 'start', 'has', 'been', 'made', 'with', 'category', 'four', 'and', 'with', 'looking', 'at', 'ways', 'how', 'we', 'will', 'deal', 'with', 'it', 'but', 'it', 'is', 'not', 'yet', 'entirely', 'clear', 'whether', 'we', 'have', 'managed', 'to', 'resolve', 'this', 'partly', 'because', 'the', 'Council', 'refuses', 'to', 'have', 'sufficient', 'input', 'in', 'the', 'attendant', 'thought', 'processes']","['There', 'is', 'of', 'course', 'a', 'very', 'important', 'point', 'is', 'the', 'fact', 'that', 'we', 'started', 'in', 'category', 'four', 'with', 'its', 'approach', 'but', 'we', 'do', 'not', 'yet', 'know', 'very', 'well', 'if', 'we', 'managed', 'to', 'resolve', 'the', 'issue', 'not', 'least', 'because', 'the', 'Council', 'does', 'not', 'wish', 'to', 'participate', 'sufficiently', 'in', 'the', 'reflection']","['there', 'be', 'of', 'course', 'one', 'crucial', 'event', 'namely', 'that', 'a', 'start', 'have', 'be', 'make', 'with', 'category', 'four', 'and', 'with', 'look', 'at', 'way', 'how', 'we', 'will', 'deal', 'with', 'it', 'but', 'it', 'be', 'not', 'yet', 'entirely', 'clear', 'whether', 'we', 'have', 'manage', 'to', 'resolve', 'this', 'partly', 'because', 'the', 'council', 'refuse', 'to', 'have', 'sufficient', 'input', 'in', 'the', 'attendant', 'thought', 'process']","['there', 'be', 'of', 'course', 'a', 'very', 'important', 'point', 'be', 'the', 'fact', 'that', 'we', 'start', 'in', 'category', 'four', 'with', 'its', 'approach', 'but', 'we', 'do', 'not', 'yet', 'know', 'very', 'well', 'if', 'we', 'manage', 'to', 'resolve', 'the', 'issue', 'not', 'least', 'because', 'the', 'council', 'do', 'not', 'wish', 'to', 'participate', 'sufficiently', 'in', 'the', 'reflection']",there be of course one crucial event namely that a start have be make with category four and with look at way how we will deal with it but it be not yet entirely clear whether we have manage to resolve this partly because the council refuse to have sufficient input in the attendant thought process,there be of course a very important point be the fact that we start in category four with its approach but we do not yet know very well if we manage to resolve the issue not least because the council do not wish to participate sufficiently in the reflection
